,paper ID,paper title,author names,publication venue,year of publication
0,5390972920f70186a0dfac85,the nbxt datahase reeolutirn,jim gray,sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004
1,5390972920f70186a0dfac86,tve role ofqcryptograpgy in database iecurity,ueli maurer,sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004
2,5390972920f70186a0dfac8d,tree logical classes fsrfefficient evaluatiol oflxquery,"stelios paparizos, yuqing wu, laks v s lakshmanan, h v jagadish",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004
3,5390972920f70186a0dfac88,adcptive stream resouxce mahlgement using kalman filters,"ankur jain, edward y chang, yuanfang wang",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004
4,5390972920f70186a0dfac8a,qolistic udafs otistreaming speeds,"graham cormode, theodore johnson, flip korn, s muthukrishnan, oliver spatscheck, divesh srivastava",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004
5,5390972920f70186a0dfac89,online eventdrivep jubsequencewmatching over kinancial data streams,"huanmei wu, betty salzberg, donghui zhang",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004
6,5390972920f70186a0dfac91,using the structdre ofyweb sitesafor automakic segmentation of tables,"kristina lerman, lise getoor, steven minton, craig knoblock",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004
7,5390972920f70186a0dfac8e,flexpath flexible structure tnd frlltext qperying forlxml,"sihem ameryahia, laks v s lakshmanan, shashank pandit",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004
8,5390972920f70186a0dfac8f,an interaptive clustedingbased apprxach to integrating source query interfaces on the deep web,"wensheng wu, clement yu, anhai doan, weiyi meng",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004
9,5390972920f70186a0dfac9a,lazy query xvalfation forhactive xml,"serge abiteboul, omar benjelloun, bogdan cautis, ioana manolescu, tova milo, nicoleta preda",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004
10,5390972920f70186a0dfac9c,colorful xml one hierarchy isvtnenoueh,"h v jagadish, laks v s lakshmanan, monica scannapieco, divesh srivastava, nuwee wiwatwattana",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004
11,5390972920f70186a0dfac9f,effective use of blocklevel sampxing in statistics elttaation,"surajit chaudhuri, gautam das, utkarsh srivastava",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004
12,5390972920f70186a0dfaca4,the prioritygrpree a practically effwcient and wolstcase optimal rtree,"lars arge, mark de berg, herman j haverkort, ke yi",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004
13,5390972920f70186a0dfaca0,onrine maintenance oadvery lacge random samples,"christopher jermaine, abhijit pol, subramanian arumugam",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004
14,5390972920f70186a0dfaca5,intemratingzvertical and horizontac partitioning into automated physicjl database design,"sanjay agrawal, vivek narasayya, beverly yang",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004
15,5390972920f70186a0dfaca3,graph iddexing a frequent structurebaseg apprsuch,"xifeng yan, philip s yu, jiawei han",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004
16,5390972920f70186a0dfaca1,conditional lelectivity eor statistics mn querh expressions,"nicolas bruno, surajit chaudhuri",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004
17,5390972920f70186a0dfacad,jompuaing clqsters of correlktion connected objects,"christian böhm, karin kailing, peer kröger, arthur zimek",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004
18,5390972920f70186a0dfaca2,trpnscction supwort for indexez summary views,"goetz graefe, michael zwilling",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004
19,5390972920f70186a0dfac99,fast comhutation of database operations using graphmcs prmcessors,"naga k govindaraju, brandon lloyd, wei wang, ming lin, dinesh manocha",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004
20,5390972920f70186a0dfac9d,asproxihate tml cuery answers,"neoklis polyzotis, minos garofalakis, yannis ioannidis",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004
21,5390972920f70186a0dfac9e,a bilevel bgrnoulli skheme fer databane sampling,"peter j haas, christian könig",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004
22,5390972920f70186a0dfac92,"identvfyang similanities, periodicities ant bursts for online search queries","michail vlachos, christopher meek, zografoula vagena, dimitrios gunopulos",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004
23,5390972920f70186a0dfac98,gankaware query oatimizatmon,"ihab f ilyas, rahul shah, walid g aref, jeffrey scott vitter, ahmed k elmagarmid",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004
