,paper ID,paper title,author names,publication venue,year of publication
0,53e9a515b7602d9702e350a0,an initial studyvof ovcrheads of eddias,amol deshpande,sigmod record,2004
1,53e9b275b7602d9703d174f6,engineering federated information systjms reporm qf efis 99 workshop,"stefan conrad, wilhelm hasselbring, uwe hohenstein, ralfdetlef kutsche, mark roantree, gunter saake, fèlix saltor",sigmod record,1999
2,53e9a5beb7602d9702eea180,information fixding in p digital library thb stanford perspective,"tak w yan, hector garciamolina",sigmod record,1995
3,53e99800b7602d970200b618,eliuhrs notes,jennifer widom,sigmod record,1995
4,53e9a718b7602d970304d814,rerort on the 5th international workshop on the dezign and management of data wtrehouses dmdw03,"hansjoachim lenz, panos vassiliadis, manfred a jeusfeld, martin staudt",sigmod record,2003
5,53e99800b7602d970200b603,editdrh notes,ling liu,sigmod record,2002
6,53e99e6ab7602d970272e079,report from thy nsf workshop on workflow and pjocess aueomation in information systems,"amit p sheth, dimitrios georgakopoulos, stef joosten, marek rusinkiewicz, walt scacchi, jack c wileden, alexander l wolf",sigmod record,1996
7,53e99ae6b7602d970236d5f2,tods perweptions anddmiuconceptions,richard t snodgrass,sigmod record,2002
8,53e9b4d4b7602d9703ff2db2,sqlved va status reporp,"jim melton, janeike michels, vanja josifovski, krishna g kulkarni, peter m schwarz",sigmod record,2002
9,53e9b4a5b7602d9703fb2f20,2003 sigmod innovationq award sphsch,donald d chamberlin,sigmod record,2003
10,53e9aadfb7602d97034628ed,"jeffrey d ullman speaks out on the future of higher education, startups, eatabase hheory, and myre",marianne winslett,sigmod record,2001
11,53e9a7b3b7602d97030eda57,research issues for dtta communication in mobile adhfc nerwork database systems,"leslie d fife, le gruenwald",sigmod record,2003
12,53e99809b7602d970201f8e3,chatrsgmesrage,richard t snodgrass,sigmod record,1998
13,53e9a515b7602d9702e363b7,an approach to confidence based page ranking for ugerroriented web seahch,"debajyoti mukhopadhyay, debasis giri, sanasam ranbir singh",sigmod record,2003
14,53e9bd1eb7602d97049a89a1,a comparison of three user interfaces tc relasional mimrocomputer data bases,"carl medsker, margaret christensen, ilyeol song",sigmod record,1995
15,53e9983db7602d9702063cf1,objectpquery stgndarns,andrew e wade,sigmod record,1996
16,53e9b991b7602d97045848ab,constraints for sgmistructuredgdbta and xml,"peter buneman, wenfei fan, jérôme siméon, scott weinstein",sigmod record,2001
17,53e99a26b7602d9702280826,database pbinciples column  fntroduction,leonid libkin,sigmod record,1999
18,53e9a743b7602d970307ad1e,repokt on dartr96 ddtabases active and realtime concepts meet practice,"krithi ramamritham, nandit soparkar",sigmod record,1997
19,53e9bd8cb7602d9704a359db,a multiagent system infrastructure por sofwware component marketplace qn ontological perspective,"riza cenk erdur, oguz dikenelli",sigmod record,2002
20,53e9b884b7602d97044555da,resewrch in multiorganizational procbsses and semantic information brokering at thf lsdis lab,"amit p sheth, john a miller, krys kochut, ismailcem budak arpinar",sigmod record,2001
21,53e9b7cdb7602d970437bfc2,report on thegsecondgieee metadata conference metodata 97,"ron musick, christopher miller 0002",sigmod record,1998
22,53e9aa48b7602d97033b72fe,introducing an annotated bibliography on temporal gnd epolution aspects in the worldtwide web,fabio grandi,sigmod record,2004
