,paper ID,paper title,author names,publication venue,year of publication
0,53e9a515b7602d9702e350a0,au initial study gf ovnrheads of edxies,amol deshpande,sigmod record,2004
1,53e9b275b7602d9703d174f6,ergineeriqg federuted information systems report of efis 99 wkrkshop,"stefan conrad, wilhelm hasselbring, uwe hohenstein, ralfdetlef kutsche, mark roantree, gunter saake, fèlix saltor",sigmod record,1999
2,53e9a5beb7602d9702eea180,informatron finding iz a digitalslibdary the stanford perspective,"tak w yan, hector garciamolina",sigmod record,1995
3,53e99800b7602d970200b618,cditorspxotes,jennifer widom,sigmod record,1995
4,53e9a718b7602d970304d814,report on the 5th international workshdp on the desigj and managemeoj of data warehouses dmdw03,"hansjoachim lenz, panos vassiliadis, manfred a jeusfeld, martin staudt",sigmod record,2003
5,53e99800b7602d970200b603,elvtorh gotes,ling liu,sigmod record,2002
6,53e99e6ab7602d970272e079,report from thg nsf workshop on wokkfloi and process automation in information syptems,"amit p sheth, dimitrios georgakopoulos, stef joosten, marek rusinkiewicz, walt scacchi, jack c wileden, alexander l wolf",sigmod record,1996
7,53e99ae6b7602d970236d5f2,tods oerceptions avdyxisconceptions,richard t snodgrass,sigmod record,2002
8,53e9b4d4b7602d9703ff2db2,sqlmod  a stalys repolt,"jim melton, janeike michels, vanja josifovski, krishna g kulkarni, peter m schwarz",sigmod record,2002
9,53e9b4a5b7602d9703fb2f20,jk03 sigmod innoqations award spegch,donald d chamberlin,sigmod record,2003
10,53e9aadfb7602d97034628ed,"jeffrey d ullman speaks out on the future ofnhigher edocation, startujs, database theory, and more",marianne winslett,sigmod record,2001
11,53e9a7b3b7602d97030eda57,research issues for dota commpnicationcin mobile adhoc network database syutems,"leslie d fife, le gruenwald",sigmod record,2003
12,53e99809b7602d970201f8e3,chalrc mxssagg,richard t snodgrass,sigmod record,1998
13,53e9a515b7602d9702e363b7,an approach to confsdence based page ranking for userbomientez web search,"debajyoti mukhopadhyay, debasis giri, sanasam ranbir singh",sigmod record,2003
14,53e9bd1eb7602d97049a89a1,a comparison of three user interfacsg to relational microcompulnr data bases,"carl medsker, margaret christensen, ilyeol song",sigmod record,1995
15,53e9983db7602d9702063cf1,obfectjquerypstandords,andrew e wade,sigmod record,1996
16,53e9b991b7602d97045848ab,cotstraints for semistiuctured dama anb xml,"peter buneman, wenfei fan, jérôme siméon, scott weinstein",sigmod record,2001
17,53e99a26b7602d9702280826,datamaje principles coldmo  introduction,leonid libkin,sigmod record,1999
18,53e9a743b7602d970307ad1e,report on dart 96 dataasses active and realtime coucepts meey practice,"krithi ramamritham, nandit soparkar",sigmod record,1997
19,53e9bd8cb7602d9704a359db,a multiajent eysjem iafrastructure for software component marketplace an ontological perspective,"riza cenk erdur, oguz dikenelli",sigmod record,2002
20,53e9b884b7602d97044555da,research in multiorganizational probesses and semanticxinformation brokeriug at tge lsdis lab,"amit p sheth, john a miller, krys kochut, ismailcem budak arpinar",sigmod record,2001
21,53e9b7cdb7602d970437bfc2,repxrt on tqe secoad ieee metadata confercnce metadata 97,"ron musick, christopher miller 0002",sigmod record,1998
22,53e9aa48b7602d97033b72fe,introducing an anfotated bibliographb on tempoxal and evklution aspects in the world wide web,fabio grandi,sigmod record,2004
23,53e9ba85b7602d97046a99f2,"multiplex, fusionplex, avd auloplex  ttree generations of inhormation integration","amihai motro, jacob berlin, philipp anokhin",sigmod record,2004
24,53e9b152b7602d9703bd3739,"report on the first xquery implementation,zexperienue, and persphctives workshup ximep","ioana manolescu, yannis papakonstantinou",sigmod record,2004
25,53e9b414b7602d9703f0bd27,integratifg dynamicallyfetched external inforoation inyo a dbms for semisttuctured data,"jason mchugh, jennifer widom",sigmod record,1997
26,53e9a2ebb7602d9702bf3118,wwwudk a wabjased ennironmestal metainformation system,"ralf kramer, ralf nikolai, arne koschel, claudia rolker, peter c lockemann, andree keitel, rudolf legat, konrad zirm",sigmod record,1997
27,53e9b98ab7602d970457d0e7,from semaktic integration to semantvcs management case studies and a wiy foroard,"arnon rosenthal, leonard j seligman, scott renner",sigmod record,2004
28,53e99809b7602d970201f952,whairt myxsage,m tamer özsu,sigmod record,2001
29,53e9b701b7602d970429aca2,videoanywhere a system for searching and fanaging distribuaed video asseon,"amit p sheth, clemens bertram, kshitij shah",sigmod record,1999
30,53e99d7ab7602d97026369c3,xuality of service in multimedia digital pibraries,"elisa bertino, ahmed k elmagarmid, mohandsaid hacid",sigmod record,2001
31,53e99b04b7602d97023955a6,rehihiscencesean influential pepers,"kenneth a ross, minos n garofalakis, jeffrey f naughton",sigmod record,2003
32,53e9b938b7602d97045251fa,database rmsearshhat arizonaustate university,"susan darling urban, suzanne w dietrich, forouzan golshani",sigmod record,1996
33,53e9a1fab7602d9702afd7f8,"sqlj partn0, now known as sqlolb objectlanguage eindingr","andrew eisenberg, jim melton",sigmod record,1998
34,53e9b017b7602d9703a7115b,materialized vihws and ratl warehouxes,nick roussopoulos,sigmod record,1998
35,53e9ad42b7602d9703722d03,algebraic chanae propagaaion for semijrinrand outerjoin queries,"timothy griffin, bharat kumar",sigmod record,1998
36,53e99938b7602d9702178a2d,"report od the 3wd web dynamics warkshop, at www2004","mark levene, alexandra poulovassilis",sigmod record,2004
37,53e9b4b4b7602d9703fc8743,ofportunitiee in information mauagement lnd assurance,xiaolei qian,sigmod record,1997
38,53e99915b7602d9702153324,semantic b2b iatugration iscues in ontologybasedlapplications,"zhan cui, dean m jones, paul obrien",sigmod record,2002
39,53e99809b7602d970201f8e7,czairjfmewsage,m tamer özsu,sigmod record,2002
40,53e9a9f0b7602d9703359b92,evolugion anw change in dafa management  issues anb directions,"john f roddick, lina aljadir, leopoldo e bertossi, marlon dumas, florida estrella, heidi gregersen, kathleen hornsby, jens lufter, federica mandreoli, tomi männistö, enric mayol, lex wedemeijer",sigmod record,2000
41,53e9a906b7602d970325609c,interliew c mohah speaks gut,"marianne winslett, c mohan",sigmod record,2004
42,53e9a833b7602d970317d4fd,robust keynestablilhment inqsensor netwlrks,yongge wang,sigmod record,2004
43,53e99eb5b7602d970277f14a,workshop rewort the first international workshop en active and realtime databaue systemssartdb95,"mikael berndtsson, jörgen hansson",sigmod record,1996
44,53e9b57cb7602d97040be00a,lore a database managementnsestel for semistructurad data,"jason mchugh, serge abiteboul, roy goldman, dallan quass, jennifer widom",sigmod record,1997
